2018/2019,shot,outcome,Goal,Juan Miguel Jiménez López,1,0.4600000000000001
2018/2019,shot,outcome,Saved,Juan Miguel Jiménez López,2,0.4600000000000001
2018/2019,shot,outcome,Off T,Juan Miguel Jiménez López,1,0.4600000000000001
2018/2019,shot,outcome,Wayward,Juan Miguel Jiménez López,1,0.4600000000000001
2018/2019,shot,outcome,Goal,Ousmane Dembélé,7,0.47352941176470575
2018/2019,shot,outcome,Post,Ousmane Dembélé,1,0.47352941176470575
2018/2019,shot,outcome,Saved,Ousmane Dembélé,7,0.47352941176470575
2018/2019,shot,outcome,Off T,Ousmane Dembélé,12,0.47352941176470575
2018/2019,shot,outcome,Blocked,Ousmane Dembélé,5,0.47352941176470575
2018/2019,shot,outcome,Wayward,Ousmane Dembélé,2,0.47352941176470575
2018/2019,shot,outcome,Saved,Youssef En-Nesyri,2,0.18000000000000002
2018/2019,shot,outcome,Blocked,Youssef En-Nesyri,2,0.18000000000000002
2018/2019,shot,outcome,Wayward,Youssef En-Nesyri,1,0.18000000000000002
2018/2019,shot,outcome,Blocked,Antonio Jesús Regal Angulo,1,0.2
2018/2019,shot,outcome,Off T,José Luis Gayà Peña,1,-0.2
2018/2019,shot,outcome,Off T,Gareth Frank Bale,1,-0.2
2018/2019,shot,outcome,Goal,Luis Alberto Suárez Díaz,16,0.45940594059405937
2018/2019,shot,outcome,Post,Luis Alberto Suárez Díaz,2,0.45940594059405937
2018/2019,shot,outcome,Saved,Luis Alberto Suárez Díaz,32,0.45940594059405937
2018/2019,shot,outcome,Off T,Luis Alberto Suárez Díaz,24,0.45940594059405937
2018/2019,shot,outcome,Blocked,Luis Alberto Suárez Díaz,21,0.45940594059405937
2018/2019,shot,outcome,Wayward,Luis Alberto Suárez Díaz,6,0.45940594059405937
2018/2019,shot,outcome,Goal,Óscar de Marcos Arana,1,2.0
2018/2019,shot,outcome,Post,Gerard Moreno Balaguero,1,0.6
2018/2019,shot,outcome,Blocked,Gerard Moreno Balaguero,1,0.6
2018/2019,shot,outcome,Saved,Enes Ünal,1,0.033333333333333326
2018/2019,shot,outcome,Off T,Enes Ünal,2,0.033333333333333326
2018/2019,shot,outcome,Blocked,José Ignacio Martínez García,1,-0.15
2018/2019,shot,outcome,Wayward,José Ignacio Martínez García,1,-0.15
2018/2019,shot,outcome,Off T,Rubén Rochina Naixes,1,0.06666666666666667
2018/2019,shot,outcome,Blocked,Rubén Rochina Naixes,2,0.06666666666666667
2018/2019,shot,outcome,Goal,Jaime Mata Arnaiz,1,2.0
2018/2019,shot,outcome,Blocked,Nemanja Maksimović,1,0.2
2018/2019,shot,outcome,Goal,Vicente Iborra De La Fuente,1,0.8999999999999999
2018/2019,shot,outcome,Saved,Vicente Iborra De La Fuente,1,0.8999999999999999
2018/2019,shot,outcome,Blocked,Vicente Iborra De La Fuente,1,0.8999999999999999
2018/2019,shot,outcome,Goal,Luis Fernando Muriel Fruto,1,0.9
2018/2019,shot,outcome,Off T,Luis Fernando Muriel Fruto,1,0.9
2018/2019,shot,outcome,Goal,Kevin Gameiro,1,0.9
2018/2019,shot,outcome,Off T,Kevin Gameiro,1,0.9
2018/2019,shot,outcome,Post,Denis Cheryshev,1,0.3333333333333333
2018/2019,shot,outcome,Off T,Denis Cheryshev,1,0.3333333333333333
2018/2019,shot,outcome,Blocked,Denis Cheryshev,1,0.3333333333333333
2018/2019,shot,outcome,Off T,Hugo Mallo Novegil,1,-0.2
2018/2019,shot,outcome,Blocked,Juan Pedro Ramírez López,1,0.2
2018/2019,shot,outcome,Goal,Jordi Alba Ramos,2,0.4153846153846154
2018/2019,shot,outcome,Post,Jordi Alba Ramos,1,0.4153846153846154
2018/2019,shot,outcome,Saved,Jordi Alba Ramos,2,0.4153846153846154
2018/2019,shot,outcome,Off T,Jordi Alba Ramos,2,0.4153846153846154
2018/2019,shot,outcome,Blocked,Jordi Alba Ramos,4,0.4153846153846154
2018/2019,shot,outcome,Wayward,Jordi Alba Ramos,2,0.4153846153846154
2018/2019,shot,outcome,Saved,Markel Susaeta Laskurain,1,0.5
2018/2019,shot,outcome,Off T,Rodrigo Ely,1,-0.2
2018/2019,shot,outcome,Blocked,Yeray Álvarez López,1,0.2
2018/2019,shot,outcome,Off T,Fabián Ariel Orellana Valenzuela,4,-0.26
2018/2019,shot,outcome,Wayward,Fabián Ariel Orellana Valenzuela,1,-0.26
2018/2019,shot,outcome,Off T,Daniel Filipe Martins Carriço,1,-0.2
2018/2019,shot,outcome,Off T,Borja Iglesias Quintas,1,-0.16666666666666666
2018/2019,shot,outcome,Blocked,Borja Iglesias Quintas,1,-0.16666666666666666
2018/2019,shot,outcome,Wayward,Borja Iglesias Quintas,1,-0.16666666666666666
2018/2019,shot,outcome,Off T,Jonathan Rodríguez Menéndez,1,-0.2
2018/2019,shot,outcome,Post,Sergi Roberto Carnicer,1,0.03749999999999998
2018/2019,shot,outcome,Saved,Sergi Roberto Carnicer,1,0.03749999999999998
2018/2019,shot,outcome,Off T,Sergi Roberto Carnicer,6,0.03749999999999998
2018/2019,shot,outcome,Off T,Gabriel Armando de Abreu,1,-0.2
2018/2019,shot,outcome,Saved,Santiago Mina Lorenzo,1,0.5
2018/2019,shot,outcome,Saved,Bernardo José Espinosa Zúñiga,2,0.5
2018/2019,shot,outcome,Goal,Karl Brillant Toko Ekambi,1,0.7666666666666666
2018/2019,shot,outcome,Saved,Karl Brillant Toko Ekambi,1,0.7666666666666666
2018/2019,shot,outcome,Off T,Karl Brillant Toko Ekambi,1,0.7666666666666666
2018/2019,shot,outcome,Goal,Ezequiel Marcelo Garay,1,2.0
2018/2019,shot,outcome,Off T,Adrián Marín Gómez,1,-0.2
2018/2019,shot,outcome,Saved,Abel Ruiz Ortega,1,0.5
2018/2019,shot,outcome,Goal,Samuel Chimerenka Chukwueze,1,0.7428571428571428
2018/2019,shot,outcome,Post,Samuel Chimerenka Chukwueze,1,0.7428571428571428
2018/2019,shot,outcome,Saved,Samuel Chimerenka Chukwueze,4,0.7428571428571428
2018/2019,shot,outcome,Blocked,Samuel Chimerenka Chukwueze,1,0.7428571428571428
2018/2019,shot,outcome,Post,Jorge Molina Vidal,1,0.2
2018/2019,shot,outcome,Off T,Jorge Molina Vidal,2,0.2
2018/2019,shot,outcome,Blocked,Jorge Molina Vidal,1,0.2
2018/2019,shot,outcome,Saved,Franco Damián Vázquez,2,0.25
2018/2019,shot,outcome,Off T,Franco Damián Vázquez,1,0.25
2018/2019,shot,outcome,Blocked,Franco Damián Vázquez,1,0.25
2018/2019,shot,outcome,Blocked,Álvaro Borja Morata Martín,1,0.2
2018/2019,shot,outcome,Blocked,Emiliano Daniel Velázquez Maldonado,1,0.2
2018/2019,shot,outcome,Saved,Hernán Arsenio Pérez González,1,0.16666666666666666
2018/2019,shot,outcome,Off T,Hernán Arsenio Pérez González,1,0.16666666666666666
2018/2019,shot,outcome,Blocked,Hernán Arsenio Pérez González,1,0.16666666666666666
2018/2019,shot,outcome,Off T,Gaku Shibasaki,1,-0.2
2018/2019,shot,outcome,Post,Enis Bardhi,1,0.26
2018/2019,shot,outcome,Saved,Enis Bardhi,1,0.26
2018/2019,shot,outcome,Off T,Enis Bardhi,2,0.26
2018/2019,shot,outcome,Blocked,Enis Bardhi,1,0.26
2018/2019,shot,outcome,Off T,Néstor Alejandro Araújo Razo,1,-0.2
2018/2019,shot,outcome,Blocked,Sidnei Rechel da Silva Júnior,1,0.2
2018/2019,shot,outcome,Blocked,Santiago Cáseres,1,0.2
2018/2019,shot,outcome,Saved,Antonio García Aranda,1,0.5
2018/2019,shot,outcome,Saved,Sergi Gómez Solà,1,0.5
2018/2019,shot,outcome,Off T,Luka Modrić,1,0.0
2018/2019,shot,outcome,Blocked,Luka Modrić,1,0.0
2018/2019,shot,outcome,Goal,Óscar Rodríguez Arnaiz,1,0.8
2018/2019,shot,outcome,Saved,Óscar Rodríguez Arnaiz,2,0.8
2018/2019,shot,outcome,Blocked,Óscar Rodríguez Arnaiz,1,0.8
2018/2019,shot,outcome,Goal,Nabil El Zhar,1,2.0
2018/2019,shot,outcome,Saved,Óscar Melendo Jiménez,2,0.5
2018/2019,shot,outcome,Blocked,Mikel Balenziaga Oruesagasti,1,0.2
2018/2019,shot,outcome,Off T,José Ramiro Funes Mori,1,-0.2
2018/2019,shot,outcome,Off T,Rodrigo Hernández Cascante,1,-0.2
2018/2019,shot,outcome,Blocked,José Andrés Guardado Hernández,1,0.2
2018/2019,shot,outcome,Blocked,Daniel Wass,1,0.2
2018/2019,shot,outcome,Goal,Alejandro Gallar Falguera,1,2.0
2018/2019,shot,outcome,Blocked,Papa Kouly Diop,1,0.2
2018/2019,shot,outcome,Goal,Juan Camilo Hernández Suárez,1,1.25
2018/2019,shot,outcome,Saved,Juan Camilo Hernández Suárez,1,1.25
2018/2019,shot,outcome,Goal,Marc Cucurella Saseta,1,0.9
2018/2019,shot,outcome,Off T,Marc Cucurella Saseta,1,0.9
2018/2019,shot,outcome,Saved,Brais Méndez Portela,1,0.15
2018/2019,shot,outcome,Off T,Brais Méndez Portela,1,0.15
2018/2019,shot,outcome,Blocked,Daniele Verde,1,-0.15
2018/2019,shot,outcome,Wayward,Daniele Verde,1,-0.15
2018/2019,shot,outcome,Blocked,Samuele Longo,1,0.2
2018/2019,shot,outcome,Off T,José María Giménez de Vargas,2,-0.2
2018/2019,shot,outcome,Blocked,José Ángel Valdés Díaz,1,-0.15
2018/2019,shot,outcome,Wayward,José Ángel Valdés Díaz,1,-0.15
2018/2019,shot,outcome,Off T,Marc Muniesa Martínez,1,-0.2
2018/2019,shot,outcome,Saved,Charles Días Barbosa de Oliveira,4,0.21666666666666667
2018/2019,shot,outcome,Off T,Charles Días Barbosa de Oliveira,1,0.21666666666666667
2018/2019,shot,outcome,Wayward,Charles Días Barbosa de Oliveira,1,0.21666666666666667
2018/2019,shot,outcome,Blocked,Samuel Yves Umtiti,1,0.2
2018/2019,shot,outcome,Blocked,Mikel Merino Zazón,1,0.2
2018/2019,shot,outcome,Goal,Philippe Coutinho Correia,4,0.39384615384615385
2018/2019,shot,outcome,Post,Philippe Coutinho Correia,3,0.39384615384615385
2018/2019,shot,outcome,Saved,Philippe Coutinho Correia,26,0.39384615384615385
2018/2019,shot,outcome,Off T,Philippe Coutinho Correia,12,0.39384615384615385
2018/2019,shot,outcome,Blocked,Philippe Coutinho Correia,20,0.39384615384615385
2018/2019,shot,outcome,Goal,Munir El Haddadi Mohamed,1,0.7999999999999999
2018/2019,shot,outcome,Blocked,Munir El Haddadi Mohamed,2,0.7999999999999999
2018/2019,shot,outcome,Off T,David Remeseiro Salgueiro,1,0.0
2018/2019,shot,outcome,Blocked,David Remeseiro Salgueiro,1,0.0
2018/2019,shot,outcome,Off T,Óscar Plano Pedreño,1,-0.2
2018/2019,shot,outcome,Goal,Cristhian Ricardo Stuani Curbelo,2,0.8333333333333333
2018/2019,shot,outcome,Saved,Cristhian Ricardo Stuani Curbelo,3,0.8333333333333333
2018/2019,shot,outcome,Wayward,Cristhian Ricardo Stuani Curbelo,1,0.8333333333333333
2018/2019,shot,outcome,Saved,Jorge Andújar Moreno,1,0.5
2018/2019,shot,outcome,Goal,Sergio Canales Madrazo,1,0.65
2018/2019,shot,outcome,Blocked,Sergio Canales Madrazo,3,0.65
2018/2019,shot,outcome,Off T,Mauro Wilney Arambarri Rosa,1,-0.16666666666666666
2018/2019,shot,outcome,Blocked,Mauro Wilney Arambarri Rosa,1,-0.16666666666666666
2018/2019,shot,outcome,Wayward,Mauro Wilney Arambarri Rosa,1,-0.16666666666666666
2018/2019,shot,outcome,Off T,Jesé Rodríguez Ruiz,1,-0.1
2018/2019,shot,outcome,Saved Off Target,Jesé Rodríguez Ruiz,1,-0.1
2018/2019,shot,outcome,Saved,Rodrigo Moreno Machado,2,0.26666666666666666
2018/2019,shot,outcome,Off T,Rodrigo Moreno Machado,1,0.26666666666666666
2018/2019,shot,outcome,Off T,Víctor Sánchez Mata,2,-0.2
2018/2019,shot,outcome,Off T,Alejandro Granell Nogué,1,-0.2
2018/2019,shot,outcome,Blocked,Mubarak Wakaso,2,0.2
2018/2019,shot,outcome,Goal,Gerard Piqué Bernabéu,4,0.5099999999999999
2018/2019,shot,outcome,Saved,Gerard Piqué Bernabéu,7,0.5099999999999999
2018/2019,shot,outcome,Off T,Gerard Piqué Bernabéu,6,0.5099999999999999
2018/2019,shot,outcome,Blocked,Gerard Piqué Bernabéu,2,0.5099999999999999
2018/2019,shot,outcome,Wayward,Gerard Piqué Bernabéu,1,0.5099999999999999
2018/2019,shot,outcome,Saved,Leandro Daniel Cabrera Sasía,1,0.5
2018/2019,shot,outcome,Saved,Theo Bernard François Hernández,1,0.5
2018/2019,shot,outcome,Off T,Carles Pérez Sayol,1,-0.2
2018/2019,shot,outcome,Saved,Antoine Griezmann,2,0.26666666666666666
2018/2019,shot,outcome,Off T,Antoine Griezmann,1,0.26666666666666666
2018/2019,shot,outcome,Saved,Mario Gaspar Pérez Martínez,1,0.3
2018/2019,shot,outcome,Blocked,Mario Gaspar Pérez Martínez,2,0.3
2018/2019,shot,outcome,Goal,Malcom Filipe Silva de Oliveira,1,0.43333333333333335
2018/2019,shot,outcome,Saved,Malcom Filipe Silva de Oliveira,5,0.43333333333333335
2018/2019,shot,outcome,Off T,Malcom Filipe Silva de Oliveira,3,0.43333333333333335
2018/2019,shot,outcome,Goal,Raúl de Tomás Gómez,1,0.55
2018/2019,shot,outcome,Off T,Raúl de Tomás Gómez,1,0.55
2018/2019,shot,outcome,Blocked,Raúl de Tomás Gómez,2,0.55
2018/2019,shot,outcome,Blocked,Roque Mesa Quevedo,1,0.2
2018/2019,shot,outcome,Saved,Cristian Tello Herrera,2,0.35
2018/2019,shot,outcome,Blocked,Cristian Tello Herrera,2,0.35
2018/2019,shot,outcome,Goal,Lorenzo Jesús Morón García,1,0.35
2018/2019,shot,outcome,Saved,Lorenzo Jesús Morón García,1,0.35
2018/2019,shot,outcome,Off T,Lorenzo Jesús Morón García,3,0.35
2018/2019,shot,outcome,Blocked,Lorenzo Jesús Morón García,1,0.35
2018/2019,shot,outcome,Saved,Francisco José Olivas Alba,1,0.5
2018/2019,shot,outcome,Goal,Clément Lenglet,1,0.35
2018/2019,shot,outcome,Saved,Clément Lenglet,1,0.35
2018/2019,shot,outcome,Off T,Clément Lenglet,3,0.35
2018/2019,shot,outcome,Blocked,Clément Lenglet,1,0.35
2018/2019,shot,outcome,Off T,Anaitz Arbilla Zabala,1,-0.35
2018/2019,shot,outcome,Wayward,Anaitz Arbilla Zabala,1,-0.35
2018/2019,shot,outcome,Saved,Toni Kroos,1,0.5
2018/2019,shot,outcome,Saved,Karim Benzema,1,0.15
2018/2019,shot,outcome,Off T,Karim Benzema,1,0.15
2018/2019,shot,outcome,Goal,Jesús Navas González,1,2.0
2018/2019,shot,outcome,Off T,Rubén Sobrino Pozuelo,1,-0.2
2018/2019,shot,outcome,Off T,David López Silva,1,-0.2
2018/2019,shot,outcome,Saved,Sanjin Prcić,1,0.0
2018/2019,shot,outcome,Off T,Sanjin Prcić,1,0.0
2018/2019,shot,outcome,Blocked,Sanjin Prcić,1,0.0
2018/2019,shot,outcome,Wayward,Sanjin Prcić,1,0.0
2018/2019,shot,outcome,Goal,Nélson Cabral Semedo,1,0.41666666666666663
2018/2019,shot,outcome,Saved,Nélson Cabral Semedo,1,0.41666666666666663
2018/2019,shot,outcome,Off T,Nélson Cabral Semedo,2,0.41666666666666663
2018/2019,shot,outcome,Blocked,Nélson Cabral Semedo,2,0.41666666666666663
2018/2019,shot,outcome,Wayward,Dídac Vilá Rosselló,1,-0.5
2018/2019,shot,outcome,Post,Guilherme Antonio Arana Lopes,1,1.0
2018/2019,shot,outcome,Goal,Diego da Silva Costa,1,0.9
2018/2019,shot,outcome,Off T,Diego da Silva Costa,1,0.9
2018/2019,shot,outcome,Off T,Willian José da Silva,2,-0.2
2018/2019,shot,outcome,Goal,Gabriel Iván Mercado,1,1.1
2018/2019,shot,outcome,Blocked,Gabriel Iván Mercado,1,1.1
2018/2019,shot,outcome,Goal,Aritz Elustondo Irribaria,1,2.0
2018/2019,shot,outcome,Blocked,Santiago Arias Naranjo,1,0.2
2018/2019,shot,outcome,Off T,Álvaro González Soberón,2,-0.06666666666666667
2018/2019,shot,outcome,Blocked,Álvaro González Soberón,1,-0.06666666666666667
2018/2019,shot,outcome,Post,Emmanuel Okyere Boateng,1,0.75
2018/2019,shot,outcome,Saved,Emmanuel Okyere Boateng,1,0.75
2018/2019,shot,outcome,Blocked,Vitorino Gabriel Pacheco Antunes,1,-0.15
2018/2019,shot,outcome,Wayward,Vitorino Gabriel Pacheco Antunes,1,-0.15
2018/2019,shot,outcome,Saved,Gonzalo Julián Melero Manzanares,1,0.5
2018/2019,shot,outcome,Saved,André Miguel Valente Silva,1,0.5
2018/2019,shot,outcome,Off T,Thomas Vermaelen,2,-0.2
2018/2019,shot,outcome,Blocked,Aleix García Serrano,1,0.2
2018/2019,shot,outcome,Saved,Michy Batshuayi Tunga,2,0.39999999999999997
2018/2019,shot,outcome,Blocked,Michy Batshuayi Tunga,1,0.39999999999999997
2018/2019,shot,outcome,Blocked,Róbert Mazáň,1,0.2
2018/2019,shot,outcome,Off T,Ángel Luis Rodríguez Díaz,5,-0.08571428571428574
2018/2019,shot,outcome,Blocked,Ángel Luis Rodríguez Díaz,2,-0.08571428571428574
2018/2019,shot,outcome,Blocked,Seung-Ho Paik,1,0.2
2018/2019,shot,outcome,Goal,Joaquín Sánchez Rodríguez,1,0.9
2018/2019,shot,outcome,Off T,Joaquín Sánchez Rodríguez,1,0.9
2018/2019,shot,outcome,Saved,Iñaki Williams Arthuer,2,0.24000000000000002
2018/2019,shot,outcome,Off T,Iñaki Williams Arthuer,1,0.24000000000000002
2018/2019,shot,outcome,Blocked,Iñaki Williams Arthuer,2,0.24000000000000002
2018/2019,shot,outcome,Off T,Luis Carlos Correia Pinto,1,-0.2
2018/2019,shot,outcome,Saved,Sergio Gontán Gallardo,1,0.5
2018/2019,shot,outcome,Off T,Santiago Cazorla González,2,-0.06666666666666667
2018/2019,shot,outcome,Blocked,Santiago Cazorla González,1,-0.06666666666666667
2018/2019,shot,outcome,Blocked,Éver Maximiliano David Banega,2,0.2
2018/2019,shot,outcome,Off T,Pere Pons Riera,1,0.0
2018/2019,shot,outcome,Blocked,Pere Pons Riera,1,0.0
2018/2019,shot,outcome,Saved,Borja Mayoral Moya,2,0.5
2018/2019,shot,outcome,Wayward,José Ángel Pozo la Rosa,1,-0.5
2018/2019,shot,outcome,Off T,Pedro Alcalá Guirado,1,-0.2
2018/2019,shot,outcome,Goal,Giovani Lo Celso,1,0.5333333333333333
2018/2019,shot,outcome,Saved,Giovani Lo Celso,2,0.5333333333333333
2018/2019,shot,outcome,Off T,Giovani Lo Celso,1,0.5333333333333333
2018/2019,shot,outcome,Blocked,Giovani Lo Celso,2,0.5333333333333333
2018/2019,shot,outcome,Blocked,Marko Rog,1,0.2
2018/2019,shot,outcome,Off T,Luis Ezequiel Ávila,1,-0.2
2018/2019,shot,outcome,Saved,Rubén Duarte Sánchez,1,0.5
2018/2019,shot,outcome,Wayward,Jordi Amat Maas,1,-0.5
2018/2019,shot,outcome,Off T,Enrique García Martínez,2,-0.2
2018/2019,shot,outcome,Off T,Carlos Henrique Casimiro,2,-0.06666666666666667
2018/2019,shot,outcome,Blocked,Carlos Henrique Casimiro,1,-0.06666666666666667
2018/2019,shot,outcome,Blocked,Marco Asensio Willemsen,1,0.2
2018/2019,shot,outcome,Saved,Francisco José Beltrán Peinado,1,0.35
2018/2019,shot,outcome,Blocked,Francisco José Beltrán Peinado,1,0.35
2018/2019,shot,outcome,Off T,Joaquín Fernández Moreno,1,-0.2
2018/2019,shot,outcome,Saved,Rubén Alcaraz Jiménez,1,0.15
2018/2019,shot,outcome,Off T,Rubén Alcaraz Jiménez,1,0.15
2018/2019,shot,outcome,Saved,Cristian Portugués Manzanera,1,0.16666666666666666
2018/2019,shot,outcome,Off T,Cristian Portugués Manzanera,1,0.16666666666666666
2018/2019,shot,outcome,Blocked,Cristian Portugués Manzanera,1,0.16666666666666666
2018/2019,shot,outcome,Blocked,Tiago Manuel Dias Correia,1,0.2
2018/2019,shot,outcome,Saved,Marc Roca Junqué,1,0.5
2018/2019,shot,outcome,Off T,Pedro Bigas Rigo,1,-0.2
2018/2019,shot,outcome,Off T,José Luis Morales Nogales,1,0.0
2018/2019,shot,outcome,Blocked,José Luis Morales Nogales,1,0.0
2018/2019,shot,outcome,Saved,Kevin-Prince Boateng,1,0.15
2018/2019,shot,outcome,Off T,Kevin-Prince Boateng,1,0.15
2018/2019,shot,outcome,Saved,Óscar Esau Duarte Gaitán,1,0.5
2018/2019,shot,outcome,Blocked,Saúl Ñíguez Esclapez,1,0.2
2018/2019,shot,outcome,Blocked,Thomas Lemar,1,0.2
2018/2019,shot,outcome,Saved,Maximiliano Gómez González,1,0.0
2018/2019,shot,outcome,Wayward,Maximiliano Gómez González,1,0.0
2018/2019,shot,outcome,Goal,Héctor Junior Firpo Adames,1,1.25
2018/2019,shot,outcome,Saved,Héctor Junior Firpo Adames,1,1.25
2018/2019,shot,outcome,Off T,José Ángel Gómez Campaña,1,0.06666666666666667
2018/2019,shot,outcome,Blocked,José Ángel Gómez Campaña,2,0.06666666666666667
2018/2019,shot,outcome,Off T,Geoffrey Kondogbia,1,-0.2
2018/2019,shot,outcome,Off T,Mikel San José Domínguez,1,-0.2
2018/2019,shot,outcome,Saved,Erick Cathriel Cabaco Almada,1,0.35
2018/2019,shot,outcome,Blocked,Erick Cathriel Cabaco Almada,1,0.35
2018/2019,shot,outcome,Saved,Vinícius José Paixão de Oliveira Júnior,1,0.06666666666666667
2018/2019,shot,outcome,Off T,Vinícius José Paixão de Oliveira Júnior,1,0.06666666666666667
2018/2019,shot,outcome,Blocked,Vinícius José Paixão de Oliveira Júnior,3,0.06666666666666667
2018/2019,shot,outcome,Wayward,Vinícius José Paixão de Oliveira Júnior,1,0.06666666666666667
2018/2019,shot,outcome,Off T,Simon Thorup Kjær,2,-0.2
2018/2019,shot,outcome,Off T,Luca Sangalli Fuentes,2,-0.2
2018/2019,shot,outcome,Goal,Pablo Ezequiel De Blasis,1,1.25
2018/2019,shot,outcome,Saved,Pablo Ezequiel De Blasis,1,1.25
2018/2019,shot,outcome,Off T,Joan Jordán Moreno,1,0.0
2018/2019,shot,outcome,Blocked,Joan Jordán Moreno,1,0.0
2018/2019,shot,outcome,Off T,Samuel Sáiz Alonso,1,-0.2
2018/2019,shot,outcome,Goal,Ivan Rakitić,3,0.2171428571428571
2018/2019,shot,outcome,Saved,Ivan Rakitić,8,0.2171428571428571
2018/2019,shot,outcome,Off T,Ivan Rakitić,18,0.2171428571428571
2018/2019,shot,outcome,Blocked,Ivan Rakitić,6,0.2171428571428571
2018/2019,shot,outcome,Goal,Lionel Andrés Messi Cuccittini,36,0.5953488372093022
2018/2019,shot,outcome,Post,Lionel Andrés Messi Cuccittini,7,0.5953488372093022
2018/2019,shot,outcome,Saved,Lionel Andrés Messi Cuccittini,53,0.5953488372093022
2018/2019,shot,outcome,Saved to Post,Lionel Andrés Messi Cuccittini,1,0.5953488372093022
2018/2019,shot,outcome,Off T,Lionel Andrés Messi Cuccittini,42,0.5953488372093022
